user_id,date,country,device,browser,source,age_group,gender,loyalty_tier,group,converted,revenue,session_duration_sec,pages_visited
9459819,2024-01-28,US,Desktop,Chrome,Organic Search,25-34,Female,Silver,Control,0,0.0,235,6
3613237,2024-01-10,DE,Mobile,Chrome,Google Ads,25-34,Male,Bronze,Control,0,0.0,76,4
8744817,2024-01-08,US,Mobile,Firefox,Facebook,45-54,Female,Platinum,Control,0,0.0,378,2
7865383,2024-02-10,IN,Mobile,Safari,Facebook,18-24,Male,Bronze,Treatment,0,0.0,239,2
4052829,2024-01-03,US,Desktop,Safari,Referral,25-34,Female,Bronze,Control,0,0.0,188,5
7609456,2024-01-13,US,Mobile,Chrome,Email,25-34,Male,Silver,Treatment,0,0.0,29,3
7593633,2024-01-28,UK,Desktop,Chrome,Organic Search,35-44,Female,Bronze,Control,0,0.0,51,6
5172181,2024-01-07,US,Tablet,Samsung Internet,Direct,65+,Male,Bronze,Treatment,0,0.0,500,1
1421806,2024-01-06,CA,Tablet,Samsung Internet,Google Ads,35-44,Female,Bronze,Control,0,0.0,80,4
2806590,2024-02-10,US,Mobile,Firefox,Facebook,18-24,Female,Silver,Control,0,0.0,12,3
1689087,2024-02-01,UK,Mobile,Firefox,Facebook,55-64,Female,Gold,Control,0,0.0,20,3
9371867,2024-02-11,US,Mobile,Chrome,Facebook,55-64,Male,Silver,Treatment,0,0.0,485,3
5889062,2024-01-20,US,Mobile,Safari,Facebook,18-24,Male,Bronze,Control,0,0.0,204,4
3397856,2024-01-07,DE,Mobile,Firefox,Facebook,18-24,Male,Gold,Treatment,0,0.0,135,3
2243915,2024-01-29,FR,Tablet,Chrome,Facebook,45-54,Male,Bronze,Treatment,0,0.0,96,4
2596919,2024-01-24,DE,Mobile,Safari,Facebook,25-34,Female,Silver,Treatment,0,0.0,105,5
8303203,2024-02-05,AU,Desktop,Safari,Direct,25-34,Male,Silver,Treatment,0,0.0,48,3
8832470,2024-01-13,US,Mobile,Chrome,Google Ads,45-54,Male,Bronze,Treatment,0,0.0,11,6
3848632,2024-01-30,US,Mobile,Chrome,TikTok,35-44,Male,Bronze,Treatment,0,0.0,146,4
3325128,2024-01-30,US,Mobile,Safari,Facebook,55-64,Female,Bronze,Treatment,0,0.0,223,10
8013965,2024-02-10,US,Mobile,Edge,Email,55-64,Non-binary,Bronze,Control,0,0.0,290,4
7103862,2024-01-02,KR,Mobile,Chrome,Direct,25-34,Male,Bronze,Control,0,0.0,155,5
3754632,2024-01-04,UK,Mobile,Chrome,Organic Search,25-34,Non-binary,Bronze,Control,0,0.0,344,3
1527679,2024-01-08,UK,Mobile,Chrome,TikTok,25-34,Male,Gold,Treatment,0,0.0,330,5
4024814,2024-02-13,US,Mobile,Safari,Referral,18-24,Male,Bronze,Control,0,0.0,114,4
7260569,2024-02-07,CA,Tablet,Chrome,Google Ads,18-24,Female,Bronze,Control,0,0.0,51,3
1565987,2024-01-13,DE,Desktop,Edge,TikTok,55-64,Male,Bronze,Control,0,0.0,159,4
9543426,2024-02-07,US,Desktop,Safari,TikTok,65+,Female,Bronze,Control,0,0.0,81,7
6518069,2024-01-20,KR,Mobile,Safari,Direct,25-34,Female,Gold,Treatment,0,0.0,112,2
2233801,2024-02-13,AU,Mobile,Firefox,Google Ads,55-64,Female,Silver,Control,0,0.0,20,3
2743960,2024-01-20,IN,Desktop,Edge,TikTok,55-64,Male,Silver,Control,0,0.0,21,2
8398173,2024-01-31,UK,Mobile,Safari,Google Ads,25-34,Female,Silver,Treatment,0,0.0,92,2
2841137,2024-02-07,FR,Mobile,Samsung Internet,Email,35-44,Non-binary,Bronze,Treatment,0,0.0,5,4
6442698,2024-01-21,AU,Mobile,Chrome,Organic Search,25-34,Male,Silver,Control,0,0.0,22,3
8319186,2024-01-07,UK,Desktop,Chrome,Referral,55-64,Male,Bronze,Treatment,0,0.0,12,2
4239757,2024-01-04,US,Mobile,Safari,Email,35-44,Female,Bronze,Treatment,0,0.0,136,3
1414153,2024-01-12,US,Mobile,Safari,Facebook,55-64,Male,Bronze,Control,0,0.0,91,6
9145127,2024-01-14,US,Mobile,Samsung Internet,Email,35-44,Female,Silver,Control,0,0.0,16,3
3366601,2024-01-24,UK,Desktop,Chrome,Google Ads,45-54,Male,Silver,Control,1,37.27,88,3
2009013,2024-01-24,IN,Mobile,Chrome,TikTok,45-54,Male,Bronze,Control,0,0.0,117,3
3119092,2024-01-22,US,Mobile,Chrome,Facebook,55-64,Female,Bronze,Treatment,0,0.0,410,6
4865094,2024-01-20,DE,Desktop,Chrome,Direct,25-34,Male,Bronze,Treatment,0,0.0,440,6
5238450,2024-01-02,AU,Desktop,Chrome,Referral,25-34,Female,Bronze,Control,0,0.0,314,3
8857243,2024-02-01,JP,Mobile,Safari,Facebook,25-34,Male,Bronze,Treatment,0,0.0,20,4
3084433,2024-02-08,AU,Desktop,Chrome,Google Ads,45-54,Male,Silver,Control,0,0.0,1,4
8597580,2024-01-05,UK,Mobile,Edge,Google Ads,35-44,Female,Bronze,Control,0,0.0,251,4
3171475,2024-01-12,KR,Desktop,Chrome,Google Ads,18-24,Female,Silver,Control,0,0.0,75,3
7357003,2024-02-01,US,Mobile,Safari,Email,25-34,Female,Bronze,Treatment,0,0.0,248,5
9923031,2024-01-02,FR,Mobile,Chrome,Direct,18-24,Male,Bronze,Control,0,0.0,39,4
8623019,2024-01-03,DE,Mobile,Firefox,TikTok,45-54,Female,Bronze,Treatment,0,0.0,282,5
6767829,2024-01-10,UK,Tablet,Chrome,Direct,35-44,Female,Bronze,Control,0,0.0,71,3
1009614,2024-01-25,IN,Mobile,Safari,Google Ads,18-24,Male,Bronze,Treatment,0,0.0,146,6
9454723,2024-01-18,IN,Mobile,Firefox,Organic Search,45-54,Female,Bronze,Treatment,0,0.0,306,5
8561477,2024-01-15,US,Desktop,Chrome,TikTok,65+,Male,Platinum,Treatment,0,0.0,313,2
3472558,2024-01-09,UK,Desktop,Chrome,Referral,35-44,Female,Silver,Treatment,0,0.0,141,3
3438302,2024-01-08,US,Mobile,Chrome,Google Ads,35-44,Male,Bronze,Treatment,0,0.0,348,5
9664606,2024-01-31,US,Mobile,Safari,Google Ads,55-64,Male,Bronze,Control,0,0.0,334,4
1985176,2024-01-27,UK,Mobile,Safari,Email,25-34,Female,Silver,Control,0,0.0,192,4
4069259,2024-02-04,US,Mobile,Firefox,Google Ads,45-54,Male,Silver,Control,0,0.0,36,6
7513145,2024-02-14,IN,Mobile,Chrome,Google Ads,45-54,Non-binary,Silver,Treatment,0,0.0,22,4
3710657,2024-01-09,DE,Mobile,Chrome,Direct,45-54,Female,Bronze,Control,0,0.0,163,8
4031246,2024-01-31,IN,Desktop,Chrome,Referral,25-34,Prefer not to say,Silver,Treatment,0,0.0,625,3
1044391,2024-02-10,IN,Tablet,Safari,Google Ads,55-64,Male,Platinum,Treatment,0,0.0,21,1
7196282,2024-02-04,KR,Mobile,Chrome,Facebook,18-24,Female,Bronze,Treatment,0,0.0,7,3
5799583,2024-01-19,KR,Mobile,Chrome,Facebook,45-54,Male,Gold,Treatment,0,0.0,154,2
4069386,2024-01-19,FR,Mobile,Chrome,TikTok,45-54,Female,Bronze,Treatment,0,0.0,33,4
5680213,2024-01-08,UK,Desktop,Edge,Direct,18-24,Male,Bronze,Control,0,0.0,192,1
1892284,2024-01-16,US,Mobile,Chrome,Referral,18-24,Male,Bronze,Control,0,0.0,61,2
1496566,2024-01-25,US,Mobile,Chrome,Direct,35-44,Male,Bronze,Control,0,0.0,20,3
8545116,2024-01-24,IN,Mobile,Safari,TikTok,35-44,Male,Gold,Treatment,0,0.0,341,4
7090644,2024-01-02,CA,Mobile,Safari,Referral,55-64,Female,Bronze,Treatment,0,0.0,125,2
6521665,2024-02-02,AU,Desktop,Edge,Google Ads,25-34,Male,Platinum,Control,0,0.0,327,2
7596482,2024-01-03,IN,Tablet,Chrome,Email,65+,Female,Bronze,Treatment,0,0.0,186,2
6569176,2024-02-02,BR,Mobile,Firefox,Email,25-34,Male,Bronze,Treatment,0,0.0,71,9
5759372,2024-01-04,DE,Mobile,Safari,Google Ads,45-54,Female,Silver,Control,0,0.0,416,7
8892190,2024-01-29,KR,Mobile,Chrome,Email,55-64,Male,Bronze,Treatment,0,0.0,37,3
4758734,2024-02-05,AU,Mobile,Chrome,Google Ads,25-34,Female,Bronze,Control,0,0.0,251,4
4836869,2024-02-01,IN,Desktop,Safari,Facebook,18-24,Male,Bronze,Control,1,13.37,160,2
4593320,2024-01-17,FR,Mobile,Chrome,TikTok,45-54,Female,Bronze,Treatment,0,0.0,95,2
9802825,2024-02-13,US,Mobile,Safari,Facebook,45-54,Male,Bronze,Treatment,0,0.0,60,4
6584625,2024-01-16,FR,Mobile,Safari,Facebook,25-34,Female,Bronze,Control,0,0.0,393,3
1226280,2024-01-01,US,Desktop,Chrome,Referral,25-34,Female,Silver,Treatment,0,0.0,454,4
3055281,2024-01-21,US,Desktop,Chrome,Facebook,18-24,Male,Bronze,Control,0,0.0,122,4
9477764,2024-01-06,JP,Desktop,Chrome,Email,35-44,Male,Bronze,Control,0,0.0,0,3
7086866,2024-01-07,KR,Desktop,Safari,Facebook,55-64,Female,Bronze,Control,0,0.0,584,6
7011155,2024-01-18,JP,Mobile,Chrome,Facebook,35-44,Female,Gold,Treatment,0,0.0,185,4
1069600,2024-01-16,IN,Mobile,Samsung Internet,Facebook,25-34,Female,Platinum,Control,0,0.0,485,3
1496746,2024-02-10,JP,Desktop,Safari,Email,55-64,Male,Gold,Control,0,0.0,24,4
7866852,2024-02-02,UK,Mobile,Chrome,Facebook,25-34,Female,Bronze,Treatment,0,0.0,709,5
4418590,2024-01-07,US,Desktop,Chrome,Email,35-44,Male,Bronze,Control,0,0.0,147,1
9832678,2024-02-04,FR,Mobile,Safari,Organic Search,25-34,Male,Bronze,Control,0,0.0,158,7
4389644,2024-01-12,BR,Mobile,Firefox,Facebook,35-44,Female,Bronze,Control,0,0.0,298,6
5547045,2024-01-03,BR,Mobile,Safari,Facebook,25-34,Prefer not to say,Bronze,Treatment,0,0.0,220,1
7744172,2024-02-08,UK,Mobile,Safari,Google Ads,25-34,Male,Bronze,Control,0,0.0,226,7
8719365,2024-02-07,US,Desktop,Safari,Google Ads,25-34,Male,Bronze,Control,0,0.0,90,6
6844206,2024-01-20,KR,Tablet,Chrome,Google Ads,35-44,Male,Silver,Treatment,0,0.0,249,7
5891690,2024-01-11,US,Desktop,Safari,Google Ads,45-54,Female,Bronze,Control,0,0.0,74,3
6355304,2024-02-07,US,Desktop,Chrome,Facebook,45-54,Male,Platinum,Control,1,32.51,212,3
5439757,2024-01-28,US,Mobile,Samsung Internet,TikTok,25-34,Female,Bronze,Control,0,0.0,519,4
9922903,2024-02-13,UK,Mobile,Safari,Email,55-64,Female,Bronze,Control,0,0.0,17,3
3922889,2024-01-04,UK,Mobile,Edge,Direct,25-34,Male,Bronze,Treatment,0,0.0,314,4
5837336,2024-01-26,US,Desktop,Chrome,Google Ads,18-24,Male,Silver,Treatment,0,0.0,51,3
2622213,2024-01-13,IN,Desktop,Safari,Facebook,45-54,Male,Silver,Control,0,0.0,132,3
9092792,2024-02-01,IN,Mobile,Chrome,Email,18-24,Female,Bronze,Treatment,0,0.0,64,3
5484395,2024-02-06,FR,Mobile,Safari,TikTok,35-44,Female,Silver,Control,0,0.0,425,4
4453147,2024-01-06,US,Mobile,Samsung Internet,Email,45-54,Non-binary,Bronze,Control,0,0.0,6,1
6378915,2024-02-06,US,Desktop,Chrome,Google Ads,18-24,Male,Platinum,Control,0,0.0,853,5
8986976,2024-02-07,CA,Desktop,Chrome,Google Ads,45-54,Male,Bronze,Treatment,0,0.0,90,7
8699150,2024-01-31,US,Desktop,Edge,Google Ads,18-24,Female,Bronze,Control,0,0.0,301,5
3773758,2024-01-15,FR,Mobile,Safari,TikTok,35-44,Female,Silver,Control,0,0.0,191,3
7677661,2024-02-13,IN,Mobile,Edge,Organic Search,18-24,Female,Bronze,Control,0,0.0,400,2
6115149,2024-02-06,DE,Desktop,Chrome,TikTok,35-44,Female,Silver,Control,0,0.0,24,2
8085635,2024-01-30,US,Desktop,Firefox,Google Ads,25-34,Male,Silver,Control,0,0.0,191,3
7758656,2024-01-27,US,Desktop,Chrome,Direct,18-24,Female,Platinum,Control,0,0.0,34,2
4770882,2024-01-29,US,Mobile,Firefox,Google Ads,35-44,Female,Bronze,Treatment,0,0.0,19,6
5257713,2024-01-17,US,Mobile,Chrome,Direct,18-24,Female,Platinum,Control,0,0.0,229,4
7977443,2024-02-08,AU,Desktop,Samsung Internet,Email,55-64,Female,Silver,Control,0,0.0,282,2
2394307,2024-01-03,UK,Mobile,Chrome,Facebook,25-34,Female,Bronze,Treatment,0,0.0,207,8
6462186,2024-01-02,DE,Desktop,Chrome,Direct,35-44,Male,Bronze,Control,0,0.0,350,8
4217677,2024-01-28,US,Desktop,Chrome,Email,35-44,Female,Bronze,Control,0,0.0,92,2
6576294,2024-01-22,KR,Desktop,Safari,Google Ads,25-34,Female,Bronze,Control,0,0.0,38,4
3127938,2024-01-18,US,Mobile,Safari,Referral,18-24,Male,Bronze,Control,0,0.0,159,2
3220039,2024-01-13,DE,Mobile,Safari,Google Ads,55-64,Female,Silver,Control,0,0.0,17,1
1607787,2024-01-05,IN,Mobile,Safari,Google Ads,18-24,Male,Bronze,Treatment,0,0.0,320,3
2072575,2024-01-06,KR,Mobile,Safari,Facebook,25-34,Female,Bronze,Treatment,0,0.0,199,2
3947887,2024-01-31,KR,Mobile,Chrome,Email,35-44,Female,Bronze,Control,0,0.0,2,2
5296728,2024-01-18,UK,Mobile,Safari,TikTok,65+,Female,Silver,Treatment,0,0.0,5,3
6534069,2024-01-24,IN,Tablet,Firefox,Google Ads,35-44,Female,Platinum,Treatment,0,0.0,91,4
2006271,2024-01-30,JP,Mobile,Chrome,TikTok,25-34,Female,Silver,Control,0,0.0,79,4
9413040,2024-01-16,CA,Mobile,Safari,Organic Search,45-54,Male,Gold,Treatment,0,0.0,6,2
6167505,2024-01-06,FR,Mobile,Safari,Google Ads,18-24,Male,Gold,Control,0,0.0,49,8
3386041,2024-01-19,UK,Mobile,Safari,Email,65+,Male,Bronze,Treatment,0,0.0,169,1
2995523,2024-01-16,AU,Tablet,Safari,Facebook,25-34,Female,Gold,Treatment,1,21.18,115,6
3480016,2024-02-07,IN,Mobile,Samsung Internet,Google Ads,18-24,Prefer not to say,Bronze,Control,0,0.0,65,1
3000080,2024-01-14,UK,Mobile,Edge,Direct,55-64,Female,Bronze,Control,0,0.0,139,2
1961836,2024-01-24,US,Desktop,Chrome,Direct,45-54,Male,Bronze,Control,0,0.0,661,9
8185922,2024-01-29,US,Desktop,Chrome,Google Ads,45-54,Male,Silver,Control,0,0.0,45,5
7800267,2024-02-02,IN,Mobile,Safari,Email,35-44,Male,Bronze,Treatment,0,0.0,129,3
1901082,2024-01-02,CA,Mobile,Chrome,Google Ads,25-34,Male,Bronze,Treatment,0,0.0,52,4
8825269,2024-01-08,FR,Mobile,Chrome,Direct,45-54,Female,Bronze,Control,0,0.0,19,2
2971733,2024-01-20,AU,Desktop,Chrome,Facebook,35-44,Female,Bronze,Control,0,0.0,237,3
3021158,2024-02-13,UK,Mobile,Chrome,Google Ads,35-44,Male,Bronze,Treatment,1,21.86,24,7
2860202,2024-01-14,CA,Tablet,Safari,TikTok,25-34,Male,Bronze,Control,0,0.0,244,3
1384611,2024-01-18,US,Desktop,Chrome,Email,35-44,Female,Bronze,Treatment,0,0.0,293,1
6364658,2024-02-06,US,Desktop,Chrome,Organic Search,25-34,Female,Bronze,Control,1,25.28,254,1
1485237,2024-02-06,UK,Mobile,Chrome,Email,18-24,Female,Bronze,Control,0,0.0,196,6
2887004,2024-01-01,FR,Desktop,Safari,TikTok,45-54,Female,Bronze,Control,0,0.0,50,3
7422526,2024-02-13,CA,Desktop,Firefox,Google Ads,25-34,Male,Platinum,Control,0,0.0,160,5
1569926,2024-01-07,US,Mobile,Samsung Internet,Organic Search,25-34,Female,Bronze,Treatment,0,0.0,43,9
6585307,2024-01-16,US,Mobile,Chrome,Google Ads,55-64,Female,Bronze,Control,0,0.0,26,3
5351462,2024-01-22,CA,Mobile,Chrome,TikTok,18-24,Male,Silver,Treatment,0,0.0,44,7
2269117,2024-01-19,CA,Mobile,Chrome,Direct,65+,Female,Gold,Control,0,0.0,913,3
9910707,2024-02-09,FR,Desktop,Edge,Facebook,45-54,Prefer not to say,Bronze,Treatment,0,0.0,529,5
1698638,2024-01-28,JP,Mobile,Safari,Direct,55-64,Male,Bronze,Treatment,0,0.0,43,4
8601581,2024-01-14,US,Mobile,Chrome,Direct,18-24,Female,Bronze,Treatment,0,0.0,180,5
7880902,2024-02-08,UK,Desktop,Chrome,Facebook,35-44,Female,Bronze,Treatment,0,0.0,467,3
7418404,2024-02-07,DE,Tablet,Safari,Google Ads,25-34,Male,Silver,Treatment,0,0.0,210,1
8927956,2024-01-24,FR,Mobile,Chrome,Google Ads,25-34,Male,Bronze,Treatment,1,17.04,267,1
1761223,2024-02-07,DE,Desktop,Chrome,Email,65+,Male,Gold,Control,0,0.0,104,5
6951674,2024-01-18,US,Mobile,Chrome,Referral,45-54,Male,Silver,Treatment,0,0.0,468,5
8487507,2024-01-10,AU,Mobile,Chrome,Direct,18-24,Male,Silver,Treatment,0,0.0,319,3
8001425,2024-02-09,JP,Tablet,Chrome,Email,18-24,Male,Bronze,Control,0,0.0,116,2
6152499,2024-01-21,JP,Desktop,Safari,Facebook,45-54,Non-binary,Bronze,Treatment,0,0.0,51,3
2785922,2024-01-01,DE,Desktop,Chrome,TikTok,25-34,Male,Bronze,Control,0,0.0,544,3
2671953,2024-01-19,IN,Tablet,Samsung Internet,Facebook,45-54,Male,Silver,Treatment,0,0.0,18,4
2113946,2024-01-05,US,Tablet,Safari,Facebook,25-34,Male,Gold,Control,0,0.0,66,2
3013134,2024-01-03,UK,Mobile,Safari,Facebook,25-34,Female,Bronze,Control,0,0.0,202,4
2697173,2024-01-28,DE,Desktop,Safari,Facebook,25-34,Female,Bronze,Treatment,0,0.0,324,2
6062407,2024-02-10,UK,Mobile,Chrome,Google Ads,25-34,Non-binary,Silver,Treatment,0,0.0,32,8
4453103,2024-01-30,IN,Mobile,Chrome,Email,18-24,Male,Bronze,Treatment,0,0.0,66,2
1804993,2024-01-08,JP,Tablet,Safari,Referral,25-34,Female,Silver,Treatment,0,0.0,466,5
6951202,2024-02-01,DE,Desktop,Safari,Facebook,45-54,Female,Bronze,Control,0,0.0,272,6
4047902,2024-01-17,US,Mobile,Safari,TikTok,25-34,Male,Gold,Control,0,0.0,5,2
5407943,2024-01-24,FR,Mobile,Chrome,Email,25-34,Female,Bronze,Control,0,0.0,56,3
4890110,2024-01-16,DE,Mobile,Chrome,Direct,35-44,Female,Silver,Control,0,0.0,42,1
4903134,2024-01-06,UK,Tablet,Firefox,Facebook,25-34,Male,Silver,Control,0,0.0,275,3
2055222,2024-02-12,DE,Mobile,Firefox,Email,65+,Female,Bronze,Control,0,0.0,162,5
8437471,2024-01-08,FR,Desktop,Safari,Referral,45-54,Male,Bronze,Control,0,0.0,1,3
5548121,2024-01-22,IN,Mobile,Safari,Google Ads,35-44,Male,Silver,Treatment,0,0.0,83,5
8227349,2024-02-04,UK,Mobile,Safari,Facebook,25-34,Female,Bronze,Control,0,0.0,134,4
3439185,2024-01-29,CA,Desktop,Chrome,Facebook,35-44,Female,Bronze,Treatment,0,0.0,18,2
7343748,2024-02-06,DE,Mobile,Samsung Internet,Facebook,35-44,Female,Bronze,Treatment,0,0.0,18,4
8365515,2024-02-13,FR,Mobile,Chrome,Google Ads,55-64,Male,Bronze,Treatment,0,0.0,250,4
9299433,2024-01-20,IN,Mobile,Safari,Email,35-44,Male,Bronze,Treatment,0,0.0,340,5
6980974,2024-02-08,US,Mobile,Firefox,Facebook,25-34,Male,Bronze,Control,0,0.0,144,1
1880506,2024-01-01,US,Desktop,Edge,Google Ads,45-54,Female,Platinum,Control,1,35.7,392,2
4479257,2024-01-01,US,Mobile,Firefox,Organic Search,25-34,Male,Bronze,Treatment,0,0.0,37,3
9847374,2024-01-28,UK,Mobile,Safari,TikTok,18-24,Female,Bronze,Treatment,0,0.0,142,5
8540128,2024-01-20,US,Desktop,Chrome,Email,55-64,Male,Bronze,Treatment,1,16.71,68,3
7232495,2024-01-09,US,Mobile,Chrome,Email,35-44,Female,Bronze,Treatment,0,0.0,137,4
2849280,2024-01-30,BR,Desktop,Samsung Internet,Facebook,65+,Female,Platinum,Control,0,0.0,154,3
3546177,2024-01-16,AU,Desktop,Chrome,Email,35-44,Female,Bronze,Treatment,0,0.0,520,3
7461788,2024-01-12,CA,Desktop,Safari,Organic Search,18-24,Male,Silver,Treatment,0,0.0,227,5
4544443,2024-02-08,US,Mobile,Samsung Internet,Referral,25-34,Male,Bronze,Treatment,0,0.0,104,5
9735227,2024-01-29,IN,Tablet,Chrome,Facebook,35-44,Female,Silver,Treatment,0,0.0,14,4
1422533,2024-01-14,UK,Tablet,Safari,Email,25-34,Male,Platinum,Treatment,0,0.0,497,3
2059754,2024-01-31,US,Mobile,Safari,Google Ads,18-24,Female,Bronze,Control,0,0.0,120,5
2838947,2024-01-11,US,Mobile,Chrome,TikTok,45-54,Male,Bronze,Treatment,0,0.0,102,5
2166602,2024-01-26,US,Mobile,Firefox,Email,35-44,Female,Platinum,Treatment,0,0.0,27,5
2565188,2024-01-18,FR,Mobile,Firefox,Google Ads,35-44,Male,Bronze,Treatment,0,0.0,309,3
6882653,2024-01-03,FR,Tablet,Chrome,Google Ads,45-54,Male,Bronze,Treatment,0,0.0,49,3
3193289,2024-01-24,US,Mobile,Chrome,Facebook,18-24,Male,Bronze,Control,0,0.0,63,2
7775268,2024-01-19,IN,Desktop,Chrome,Google Ads,25-34,Male,Silver,Control,0,0.0,43,2
2654106,2024-02-14,AU,Mobile,Firefox,Email,55-64,Male,Silver,Treatment,0,0.0,74,6
7711959,2024-01-25,DE,Mobile,Safari,TikTok,25-34,Male,Silver,Control,0,0.0,178,9
2417658,2024-01-30,BR,Desktop,Safari,Google Ads,65+,Female,Bronze,Control,0,0.0,143,3
1362101,2024-02-13,DE,Desktop,Chrome,Email,65+,Male,Bronze,Control,0,0.0,58,2
2762293,2024-01-17,JP,Mobile,Chrome,Google Ads,25-34,Male,Bronze,Treatment,0,0.0,85,6
8563046,2024-02-13,US,Mobile,Chrome,Facebook,35-44,Female,Platinum,Treatment,0,0.0,111,8
7536401,2024-01-03,US,Tablet,Chrome,Email,25-34,Male,Bronze,Treatment,0,0.0,209,9
5730626,2024-01-14,US,Mobile,Chrome,Google Ads,25-34,Male,Bronze,Control,0,0.0,43,3
7124325,2024-01-07,US,Desktop,Firefox,TikTok,55-64,Male,Bronze,Control,0,0.0,81,4
4342296,2024-01-18,UK,Mobile,Safari,Google Ads,25-34,Female,Bronze,Control,0,0.0,436,3
2964044,2024-02-10,UK,Mobile,Chrome,TikTok,45-54,Prefer not to say,Bronze,Treatment,0,0.0,259,8
6469784,2024-02-03,US,Mobile,Chrome,Email,45-54,Male,Bronze,Control,0,0.0,1,1
7855479,2024-01-31,US,Mobile,Samsung Internet,Facebook,25-34,Female,Platinum,Treatment,0,0.0,216,5
5768954,2024-02-13,DE,Mobile,Chrome,Facebook,25-34,Female,Silver,Treatment,1,17.87,390,4
2100862,2024-02-03,US,Mobile,Safari,Facebook,25-34,Male,Silver,Control,0,0.0,94,1
8001423,2024-01-21,UK,Mobile,Chrome,Direct,35-44,Female,Bronze,Treatment,0,0.0,292,3
1344618,2024-02-12,UK,Desktop,Chrome,Google Ads,45-54,Female,Platinum,Treatment,0,0.0,104,1
6737192,2024-01-10,AU,Desktop,Firefox,Referral,25-34,Male,Bronze,Control,0,0.0,470,1
1274101,2024-02-11,US,Desktop,Safari,Facebook,35-44,Male,Bronze,Treatment,0,0.0,25,4
2806542,2024-02-03,DE,Tablet,Chrome,Referral,25-34,Male,Bronze,Treatment,0,0.0,153,3
8085740,2024-01-05,FR,Mobile,Samsung Internet,Referral,25-34,Male,Bronze,Control,0,0.0,160,4
4849450,2024-01-28,JP,Mobile,Chrome,Facebook,35-44,Female,Silver,Treatment,0,0.0,165,4
8926496,2024-02-09,US,Mobile,Firefox,Direct,18-24,Male,Bronze,Treatment,0,0.0,139,3
2806198,2024-01-10,UK,Mobile,Chrome,Direct,35-44,Female,Silver,Control,0,0.0,394,1
2785038,2024-01-02,US,Mobile,Chrome,Google Ads,45-54,Female,Platinum,Treatment,0,0.0,118,3
8303455,2024-02-13,FR,Mobile,Safari,Email,35-44,Male,Platinum,Control,0,0.0,131,3
8880377,2024-01-19,IN,Desktop,Chrome,Facebook,25-34,Female,Platinum,Control,0,0.0,62,5
8682685,2024-01-25,FR,Desktop,Firefox,Google Ads,18-24,Male,Bronze,Control,0,0.0,351,2
2229566,2024-01-19,FR,Mobile,Chrome,Direct,25-34,Female,Bronze,Treatment,0,0.0,241,2
1963984,2024-01-28,US,Mobile,Chrome,Facebook,25-34,Female,Bronze,Treatment,0,0.0,557,4
9557768,2024-01-22,US,Mobile,Chrome,Direct,45-54,Female,Bronze,Treatment,0,0.0,73,4
6201476,2024-02-02,US,Mobile,Chrome,Organic Search,35-44,Male,Gold,Treatment,0,0.0,221,4
6810460,2024-01-16,US,Mobile,Chrome,Email,45-54,Non-binary,Bronze,Treatment,0,0.0,396,6
8727166,2024-02-06,UK,Desktop,Chrome,Email,55-64,Female,Bronze,Control,0,0.0,93,3
2143429,2024-01-12,US,Mobile,Chrome,Google Ads,65+,Male,Bronze,Control,0,0.0,11,6
3575099,2024-01-12,KR,Mobile,Chrome,TikTok,25-34,Female,Bronze,Control,0,0.0,476,5
9063346,2024-02-06,US,Mobile,Chrome,TikTok,35-44,Male,Bronze,Control,0,0.0,121,3
8570262,2024-01-29,BR,Mobile,Safari,Google Ads,18-24,Female,Bronze,Treatment,0,0.0,312,8
8899938,2024-01-07,US,Mobile,Firefox,Facebook,35-44,Male,Gold,Treatment,0,0.0,249,5
6967155,2024-01-23,US,Mobile,Safari,Email,25-34,Male,Silver,Control,0,0.0,195,6
5487213,2024-01-01,FR,Desktop,Chrome,Google Ads,45-54,Male,Bronze,Control,0,0.0,321,5
9061121,2024-02-08,US,Tablet,Safari,Direct,25-34,Female,Bronze,Treatment,0,0.0,357,5
5171208,2024-02-08,CA,Desktop,Safari,Facebook,18-24,Female,Bronze,Treatment,0,0.0,274,7
8525217,2024-01-10,FR,Tablet,Safari,Direct,45-54,Male,Bronze,Control,0,0.0,239,8
2190927,2024-01-11,CA,Mobile,Firefox,Facebook,55-64,Female,Bronze,Treatment,0,0.0,27,5
9724271,2024-02-14,FR,Mobile,Firefox,Google Ads,45-54,Female,Bronze,Treatment,0,0.0,424,4
8461869,2024-01-16,JP,Mobile,Chrome,Google Ads,35-44,Female,Bronze,Control,0,0.0,74,3
3643577,2024-01-04,US,Mobile,Safari,Direct,45-54,Male,Silver,Treatment,1,31.05,51,5
5992793,2024-01-31,US,Tablet,Edge,Direct,35-44,Female,Silver,Treatment,0,0.0,50,4
2856289,2024-01-04,IN,Desktop,Chrome,Direct,55-64,Female,Bronze,Treatment,0,0.0,99,2
2463508,2024-01-11,JP,Desktop,Chrome,Google Ads,45-54,Male,Bronze,Control,0,0.0,21,7
7429062,2024-01-28,FR,Mobile,Chrome,Direct,25-34,Female,Bronze,Control,0,0.0,81,1
3156824,2024-01-21,BR,Desktop,Samsung Internet,Facebook,35-44,Female,Gold,Control,0,0.0,514,5
6087160,2024-01-08,US,Mobile,Firefox,TikTok,55-64,Male,Silver,Treatment,0,0.0,21,2
